Code	Name	Parent_Code	Level
131121000000	枣强县	131100000000	4
131122000000	武邑县	131100000000	4
131123000000	武强县	131100000000	4
131124000000	饶阳县	131100000000	4
131125000000	安平县	131100000000	4
131126000000	故城县	131100000000	4
131127000000	景县	131100000000	4
131128000000	阜城县	131100000000	4
131171000000	河北衡水高新技术产业开发区	131100000000	4
131172000000	衡水滨湖新区	131100000000	4
131182000000	深州市	131100000000	4
140101000000	市辖区	140100000000	4
140105000000	小店区	140100000000	4
140106000000	迎泽区	140100000000	4
140107000000	杏花岭区	140100000000	4
140108000000	尖草坪区	140100000000	4
140109000000	万柏林区	140100000000	4
140110000000	晋源区	140100000000	4
140121000000	清徐县	140100000000	4
140122000000	阳曲县	140100000000	4
140123000000	娄烦县	140100000000	4
140171000000	山西转型综合改革示范区	140100000000	4
140181000000	古交市	140100000000	4
140201000000	市辖区	140200000000	4
140212000000	新荣区	140200000000	4
140213000000	平城区	140200000000	4
140214000000	云冈区	140200000000	4
140215000000	云州区	140200000000	4
140221000000	阳高县	140200000000	4
140222000000	天镇县	140200000000	4
140223000000	广灵县	140200000000	4
140224000000	灵丘县	140200000000	4
140225000000	浑源县	140200000000	4
140226000000	左云县	140200000000	4
140271000000	山西大同经济开发区	140200000000	4
140301000000	市辖区	140300000000	4
140302000000	城区	140300000000	4
140303000000	矿区	140300000000	4
140311000000	郊区	140300000000	4
140321000000	平定县	140300000000	4
140322000000	盂县	140300000000	4
140401000000	市辖区	140400000000	4
140403000000	潞州区	140400000000	4
140404000000	上党区	140400000000	4
140405000000	屯留区	140400000000	4
140406000000	潞城区	140400000000	4
140423000000	襄垣县	140400000000	4
140425000000	平顺县	140400000000	4
140426000000	黎城县	140400000000	4
140427000000	壶关县	140400000000	4
140428000000	长子县	140400000000	4
140429000000	武乡县	140400000000	4
140430000000	沁县	140400000000	4
140431000000	沁源县	140400000000	4
140471000000	山西长治高新技术产业园区	140400000000	4
140501000000	市辖区	140500000000	4
140502000000	城区	140500000000	4
140521000000	沁水县	140500000000	4
140522000000	阳城县	140500000000	4
140524000000	陵川县	140500000000	4
140525000000	泽州县	140500000000	4
140581000000	高平市	140500000000	4
140601000000	市辖区	140600000000	4
140602000000	朔城区	140600000000	4
140603000000	平鲁区	140600000000	4
140621000000	山阴县	140600000000	4
140622000000	应县	140600000000	4
140623000000	右玉县	140600000000	4
140671000000	山西朔州经济开发区	140600000000	4
140681000000	怀仁市	140600000000	4
140701000000	市辖区	140700000000	4
140702000000	榆次区	140700000000	4
140703000000	太谷区	140700000000	4
140721000000	榆社县	140700000000	4
140722000000	左权县	140700000000	4
140723000000	和顺县	140700000000	4
140724000000	昔阳县	140700000000	4
140725000000	寿阳县	140700000000	4
140727000000	祁县	140700000000	4
140728000000	平遥县	140700000000	4
140729000000	灵石县	140700000000	4
140781000000	介休市	140700000000	4
140801000000	市辖区	140800000000	4
140802000000	盐湖区	140800000000	4
140821000000	临猗县	140800000000	4
140822000000	万荣县	140800000000	4
140823000000	闻喜县	140800000000	4
140824000000	稷山县	140800000000	4
140825000000	新绛县	140800000000	4
140826000000	绛县	140800000000	4
140827000000	垣曲县	140800000000	4
140828000000	夏县	140800000000	4
140829000000	平陆县	140800000000	4
140830000000	芮城县	140800000000	4
140881000000	永济市	140800000000	4
140882000000	河津市	140800000000	4
140901000000	市辖区	140900000000	4
140902000000	忻府区	140900000000	4
140921000000	定襄县	140900000000	4
140922000000	五台县	140900000000	4
140923000000	代县	140900000000	4
140924000000	繁峙县	140900000000	4
140925000000	宁武县	140900000000	4
140926000000	静乐县	140900000000	4
140927000000	神池县	140900000000	4
140928000000	五寨县	140900000000	4
140929000000	岢岚县	140900000000	4
140930000000	河曲县	140900000000	4
140931000000	保德县	140900000000	4
140932000000	偏关县	140900000000	4
140971000000	五台山风景名胜区	140900000000	4
140981000000	原平市	140900000000	4
141001000000	市辖区	141000000000	4
141002000000	尧都区	141000000000	4
141021000000	曲沃县	141000000000	4
141022000000	翼城县	141000000000	4
141023000000	襄汾县	141000000000	4
141024000000	洪洞县	141000000000	4
141025000000	古县	141000000000	4
141026000000	安泽县	141000000000	4
141027000000	浮山县	141000000000	4
141028000000	吉县	141000000000	4
141029000000	乡宁县	141000000000	4
141030000000	大宁县	141000000000	4
141031000000	隰县	141000000000	4
141032000000	永和县	141000000000	4
141033000000	蒲县	141000000000	4
141034000000	汾西县	141000000000	4
141081000000	侯马市	141000000000	4
141082000000	霍州市	141000000000	4
141101000000	市辖区	141100000000	4
141102000000	离石区	141100000000	4
141121000000	文水县	141100000000	4
141122000000	交城县	141100000000	4
141123000000	兴县	141100000000	4
141124000000	临县	141100000000	4
141125000000	柳林县	141100000000	4
141126000000	石楼县	141100000000	4
141127000000	岚县	141100000000	4
141128000000	方山县	141100000000	4
141129000000	中阳县	141100000000	4
141130000000	交口县	141100000000	4
141181000000	孝义市	141100000000	4
141182000000	汾阳市	141100000000	4
150101000000	市辖区	150100000000	4
150102000000	新城区	150100000000	4
150103000000	回民区	150100000000	4
150104000000	玉泉区	150100000000	4
150105000000	赛罕区	150100000000	4
150121000000	土默特左旗	150100000000	4
150122000000	托克托县	150100000000	4
150123000000	和林格尔县	150100000000	4
150124000000	清水河县	150100000000	4
150125000000	武川县	150100000000	4
150172000000	呼和浩特经济技术开发区	150100000000	4
150201000000	市辖区	150200000000	4
150202000000	东河区	150200000000	4
150203000000	昆都仑区	150200000000	4
150204000000	青山区	150200000000	4
150205000000	石拐区	150200000000	4
150206000000	白云鄂博矿区	150200000000	4
150207000000	九原区	150200000000	4
150221000000	土默特右旗	150200000000	4
150222000000	固阳县	150200000000	4
150223000000	达尔罕茂明安联合旗	150200000000	4
150271000000	包头稀土高新技术产业开发区	150200000000	4
150301000000	市辖区	150300000000	4
150302000000	海勃湾区	150300000000	4
150303000000	海南区	150300000000	4
150304000000	乌达区	150300000000	4
150401000000	市辖区	150400000000	4
150402000000	红山区	150400000000	4
150403000000	元宝山区	150400000000	4
150404000000	松山区	150400000000	4
150421000000	阿鲁科尔沁旗	150400000000	4
150422000000	巴林左旗	150400000000	4
150423000000	巴林右旗	150400000000	4
150424000000	林西县	150400000000	4
150425000000	克什克腾旗	150400000000	4
150426000000	翁牛特旗	150400000000	4
150428000000	喀喇沁旗	150400000000	4
150429000000	宁城县	150400000000	4
150430000000	敖汉旗	150400000000	4
150501000000	市辖区	150500000000	4
150502000000	科尔沁区	150500000000	4
150521000000	科尔沁左翼中旗	150500000000	4
150522000000	科尔沁左翼后旗	150500000000	4
150523000000	开鲁县	150500000000	4
